url_length,num_dots,num_hyphens,num_underscores,num_slashes,num_special_chars,digit_ratio,letter_ratio,has_port,url_entropy,domain_length,num_subdomains,has_ip_address,has_at_symbol,has_double_slash_redirect,tld_suspicious,has_hyphen_in_domain,subdomain_depth,path_length,num_query_params,has_fragment,path_depth,has_hex_encoding,num_digits_in_path,path_entropy,has_phishing_keywords,has_brand_keywords,has_https,has_login_words,suspicious_tld,brand_in_domain,is_official_domain,is_brand_impersonation,min_levenshtein_to_official,is_typosquatting,brand_mismatch_score,has_phishing_keywords_enhanced,combined_suspicious_score,is_bare_domain,label
41,2,0,0,3,0,0.0,0.8536585365853658,0,4.2779,23,0,0,0,0,0,0,0,10,0,0,1,0,0,3.3219,0,0,1,0,0,0,0,0,12,0,0,0,0,0,1
24,1,1,0,4,0,0.0,0.7083333333333334,0,3.835,13,0,0,0,0,0,1,0,3,0,0,2,0,0,0.9183,0,0,1,0,0,0,0,0,8,0,0,0,0,0,1
62,3,1,0,3,0,0.3709677419354839,0.5,0,4.4954,43,1,0,0,0,0,1,1,11,0,0,1,0,0,3.2776,0,0,1,0,0,0,0,0,33,0,0,0,0,0,1
23,2,0,0,3,0,0.0,0.7391304347826086,0,4.056,8,1,0,0,0,0,0,1,7,0,0,1,0,0,2.8074,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
38,2,1,0,4,0,0.0,0.7894736842105263,0,3.9354,13,0,0,0,0,0,1,0,17,0,0,2,0,0,3.4548,1,0,1,1,0,0,0,0,8,0,0,1,2,0,1
44,2,0,0,3,0,0.0,0.8636363636363636,0,4.2544,35,1,0,0,0,0,0,1,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,1
21,1,0,0,2,0,0.0,0.8095238095238095,0,3.7849,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0
48,2,2,0,4,0,0.0,0.8125,0,4.2461,23,0,0,0,0,0,1,0,17,0,0,2,0,0,3.7345,0,0,1,0,0,0,0,0,15,0,0,0,0,0,1
55,2,3,0,3,0,0.0,0.8363636363636363,0,4.2431,46,1,0,0,0,0,1,1,1,0,0,1,0,0,-0.0,1,0,1,1,0,0,0,0,30,0,0,1,2,0,1
22,1,0,0,3,0,0.0,0.7727272727272727,0,3.9706,7,0,0,0,0,0,0,0,7,0,0,1,0,0,2.2359,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
79,3,6,0,3,0,0.3291139240506329,0.5063291139240507,0,4.7007,70,2,0,0,0,0,1,2,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,48,0,0,0,0,0,1
83,3,0,0,3,0,0.12048192771084337,0.7951807228915663,0,4.7548,74,2,0,0,0,0,0,2,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,52,0,0,0,0,0,1
26,1,1,0,2,0,0.0,0.8076923076923077,0,3.9022,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,1
26,1,0,0,3,0,0.15384615384615385,0.6538461538461539,0,4.2099,10,0,0,0,0,0,0,0,8,0,0,1,0,4,3.0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,1
27,1,0,0,2,0,0.037037037037037035,0.8148148148148148,0,3.8842,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,12,0,0,0,0,1,0
21,2,0,0,2,0,0.0,0.7619047619047619,0,3.8209,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0
21,1,0,0,2,0,0.0,0.8095238095238095,0,3.5945,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0
42,2,0,0,5,0,0.0,0.8095238095238095,0,4.1869,15,0,0,0,0,0,0,0,19,0,0,3,0,0,3.6819,0,0,1,0,0,0,0,0,10,0,0,0,0,0,1
22,1,0,0,2,0,0.0,0.8181818181818182,0,3.8231,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0
32,1,0,0,4,0,0.0,0.8125,0,3.9681,9,0,0,0,0,0,0,0,16,0,0,2,0,0,3.3278,1,0,0,0,0,0,0,0,1,1,0,1,5,0,1
17,1,0,0,2,0,0.0,0.7647058823529411,0,3.4548,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0
19,2,0,0,2,0,0.0,0.7368421052631579,0,3.4714,11,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
30,2,0,0,3,0,0.0,0.8,0,3.9647,21,1,0,0,0,0,0,1,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
22,1,0,0,2,0,0.0,0.8181818181818182,0,4.0958,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,0
16,1,0,0,2,0,0.0,0.75,0,3.625,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0
30,1,1,0,3,0,0.06666666666666667,0.7333333333333333,0,3.9647,21,0,0,0,0,0,1,0,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,1
99,2,0,0,7,0,0.08080808080808081,0.8181818181818182,0,5.1797,15,1,0,0,0,0,0,1,76,0,0,5,0,8,5.1382,0,1,1,0,0,1,0,1,0,0,1,1,5,0,1
21,1,0,0,2,0,0.0,0.8095238095238095,0,3.5945,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0
47,1,1,0,4,0,0.0,0.851063829787234,0,4.2989,24,0,0,0,0,0,1,0,15,0,0,2,0,0,3.1899,1,0,1,0,0,0,0,0,15,0,0,1,2,0,1
53,3,0,0,4,0,0.0,0.8113207547169812,0,4.3811,25,1,0,0,0,0,0,1,17,0,0,2,0,0,3.4992,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
49,2,1,0,4,0,0.0,0.8367346938775511,0,4.2803,26,1,0,0,0,0,1,1,15,0,0,2,0,0,3.6402,1,0,1,1,0,1,0,1,4,0,2,1,8,0,1
19,1,0,0,2,0,0.0,0.7894736842105263,0,3.8269,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0
17,1,0,0,2,0,0.0,0.7647058823529411,0,3.7345,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0
18,1,0,0,2,0,0.0,0.7777777777777778,0,3.7255,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0
19,1,0,0,2,0,0.0,0.7894736842105263,0,3.8924,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0
60,3,0,0,7,0,0.0,0.8166666666666667,0,4.2601,13,1,0,0,0,0,0,1,39,0,0,5,0,0,3.914,0,0,1,0,0,0,0,0,6,0,0,0,0,0,1
18,1,0,0,2,0,0.0,0.7777777777777778,0,3.6835,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0
33,2,0,0,3,0,0.0,0.8181818181818182,0,4.0289,24,1,0,0,0,0,0,1,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,1
24,1,0,0,2,0,0.0,0.8333333333333334,0,3.5425,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,9,0,0,0,0,1,0
21,1,1,0,3,0,0.0,0.7142857142857143,0,3.8442,6,0,0,0,0,0,1,0,7,0,0,1,0,0,2.5216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
23,2,0,0,3,0,0.043478260869565216,0.6956521739130435,0,4.056,8,1,0,0,0,0,0,1,7,0,0,1,0,1,2.8074,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
15,1,0,0,2,0,0.0,0.7333333333333333,0,3.3736,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
17,1,0,0,2,0,0.0,0.7647058823529411,0,3.7345,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0
23,1,0,0,2,0,0.0,0.8260869565217391,0,3.882,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,0
18,1,0,0,2,0,0.0,0.7777777777777778,0,3.7255,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0
22,1,0,0,2,0,0.0,0.8181818181818182,0,3.7888,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0
21,1,1,0,2,0,0.09523809523809523,0.6666666666666666,0,3.9754,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,0
37,2,0,0,2,0,0.16216216216216217,0.7027027027027027,0,4.1416,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1
14,1,0,0,2,0,0.0,0.7142857142857143,0,3.2359,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
21,1,1,0,3,0,0.047619047619047616,0.6666666666666666,0,3.9395,6,0,0,0,0,0,1,0,7,0,0,1,0,1,2.8074,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21,1,1,0,3,0,0.0,0.7142857142857143,0,3.8442,6,0,0,0,0,0,1,0,7,0,0,1,0,0,2.5216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
43,2,0,0,2,0,0.3023255813953488,0.5813953488372093,0,4.4876,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,10,0,0,0,0,1,1
17,1,0,0,2,0,0.0,0.7647058823529411,0,3.4548,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,1,0,0,1,0,1,0,0,1,1,5,1,0
16,1,0,0,2,0,0.0,0.75,0,3.3278,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23,2,0,0,3,0,0.0,0.7391304347826086,0,3.969,8,1,0,0,0,0,0,1,7,0,0,1,0,0,2.5216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19,1,0,0,2,0,0.0,0.7894736842105263,0,3.4316,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0
21,1,0,0,2,0,0.0,0.8095238095238095,0,3.8209,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,0
26,1,2,0,4,0,0.038461538461538464,0.6538461538461539,0,3.8253,7,0,0,0,0,0,0,0,11,0,0,2,0,1,3.0958,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21,1,0,0,2,0,0.0,0.8095238095238095,0,3.6538,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0
26,1,1,0,3,0,0.0,0.7692307692307693,0,3.8253,17,0,0,0,0,0,1,0,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,1
42,2,3,0,3,0,0.0,0.7857142857142857,0,4.2728,33,1,0,0,0,0,1,1,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,1
41,2,0,0,3,0,0.12195121951219512,0.7317073170731707,0,4.2561,32,1,0,0,0,0,0,1,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,1
17,1,0,0,2,0,0.23529411764705882,0.5294117647058824,0,3.7345,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0
17,1,0,0,2,0,0.0,0.7647058823529411,0,3.6169,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0
20,1,0,0,2,0,0.0,0.8,0,3.8219,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0
43,2,1,0,2,0,0.18604651162790697,0.6744186046511628,0,4.3907,35,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,10,0,0,0,0,1,1
17,1,0,0,2,0,0.0,0.7647058823529411,0,3.3372,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0
17,1,0,0,2,0,0.0,0.7647058823529411,0,3.6169,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0
14,1,0,0,2,0,0.0,0.7142857142857143,0,3.3249,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
21,1,1,0,2,0,0.0,0.7619047619047619,0,3.5226,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0
21,1,1,0,3,0,0.0,0.7142857142857143,0,3.8442,6,0,0,0,0,0,1,0,7,0,0,1,0,0,2.5216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
18,1,0,0,2,0,0.0,0.7777777777777778,0,3.7255,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0
22,1,0,0,3,0,0.0,0.7727272727272727,0,3.9706,7,0,0,0,0,0,0,0,7,0,0,1,0,0,2.5216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21,1,1,0,2,0,0.0,0.7619047619047619,0,3.9161,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0
41,2,2,0,3,0,0.0,0.8048780487804879,0,4.2595,32,1,0,0,0,0,1,1,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,1
15,1,0,0,2,0,0.0,0.7333333333333333,0,3.2402,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
37,2,0,0,3,0,0.0,0.8378378378378378,0,3.8819,28,1,0,0,0,0,0,1,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,14,0,0,0,0,0,1
25,1,0,0,2,0,0.0,0.84,0,3.8937,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,10,0,0,0,0,1,0
17,1,0,0,2,0,0.0,0.7647058823529411,0,3.3372,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0
14,1,0,0,2,0,0.0,0.7142857142857143,0,3.5216,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
45,2,2,0,3,0,0.13333333333333333,0.6888888888888889,0,4.5359,36,1,0,0,0,0,1,1,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,1
83,3,0,0,3,0,0.12048192771084337,0.7951807228915663,0,4.8571,74,2,0,0,0,0,0,2,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,53,0,0,0,0,0,1
22,1,0,0,2,0,0.0,0.8181818181818182,0,3.6069,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0
18,1,0,0,2,0,0.0,0.7777777777777778,0,3.8366,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0
17,1,0,0,2,0,0.0,0.7647058823529411,0,3.3372,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0
17,1,0,0,2,0,0.0,0.7647058823529411,0,3.5725,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0
28,1,0,0,2,0,0.0,0.8571428571428571,0,4.0122,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0,0,13,0,0,1,2,1,1
39,2,1,0,3,0,0.0,0.8205128205128205,0,4.1411,30,1,0,0,0,0,1,1,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,1
18,1,0,0,2,0,0.0,0.7777777777777778,0,3.7947,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0
25,1,0,0,4,0,0.0,0.76,0,3.4137,13,0,0,0,0,1,0,0,4,0,0,2,0,0,1.5,0,0,1,0,1,0,0,0,6,0,0,0,3,0,1
40,2,2,0,3,0,0.05,0.75,0,4.3776,31,1,0,0,0,0,1,1,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,1
26,1,0,0,3,0,0.0,0.8076923076923077,0,4.2099,9,0,0,0,0,0,0,0,9,0,0,1,0,0,2.9477,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1
15,1,0,0,2,0,0.0,0.7333333333333333,0,3.2402,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
19,1,0,0,2,0,0.0,0.7894736842105263,0,3.7871,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16,1,0,0,2,0,0.0,0.75,0,3.2028,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0
43,2,1,0,2,0,0.16279069767441862,0.6976744186046512,0,4.3243,36,1,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,1
17,1,0,0,2,0,0.0,0.7647058823529411,0,3.4548,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0
25,1,1,0,3,0,0.0,0.76,0,3.8333,16,0,0,0,0,0,1,0,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,1
16,1,1,0,2,0,0.0,0.6875,0,3.75,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20,2,0,0,2,0,0.0,0.75,0,3.8219,12,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0
21,1,1,0,3,0,0.09523809523809523,0.6190476190476191,0,3.8442,6,0,0,0,0,0,1,0,7,0,0,1,0,2,2.5216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
42,2,0,0,3,0,0.0,0.8571428571428571,0,4.3977,33,1,0,0,0,0,0,1,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,18,0,0,0,0,0,1
34,2,1,0,3,0,0.058823529411764705,0.7352941176470589,0,3.9842,16,0,0,0,0,0,1,0,10,0,0,1,0,0,3.1219,0,0,1,0,0,0,0,0,9,0,0,0,0,0,1
20,1,0,0,2,0,0.0,0.8,0,3.6842,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0
37,1,1,0,4,0,0.0,0.8108108108108109,0,4.1284,17,0,0,0,0,0,1,0,12,0,0,2,0,0,3.4183,1,1,1,0,0,1,0,1,8,0,1,1,7,0,1
21,1,0,0,2,0,0.0,0.8095238095238095,0,4.0114,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0
23,2,0,0,3,0,0.08695652173913043,0.6521739130434783,0,3.969,8,1,0,0,0,0,0,1,7,0,0,1,0,2,2.5216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
54,3,3,0,3,0,0.2037037037037037,0.5925925925925926,0,4.6042,37,2,0,0,0,0,1,2,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,1
21,2,0,0,2,0,0.0,0.7619047619047619,0,3.8802,13,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0
23,1,0,0,2,0,0.0,0.8260869565217391,0,3.654,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,0
15,1,0,0,2,0,0.0,0.7333333333333333,0,3.5069,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
23,2,0,0,3,0,0.043478260869565216,0.6956521739130435,0,4.056,8,1,0,0,0,0,0,1,7,0,0,1,0,1,2.8074,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20,1,0,0,3,0,0.0,0.75,0,3.8842,11,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,1
41,2,0,0,4,0,0.0,0.8292682926829268,0,3.9365,19,0,0,0,0,0,0,0,14,0,0,2,0,0,2.7534,0,0,1,0,0,0,0,0,12,0,0,0,0,0,1
46,2,5,0,3,0,0.06521739130434782,0.6956521739130435,0,4.4664,37,1,0,0,0,0,1,1,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,21,0,0,0,0,0,1
18,1,0,0,2,0,0.0,0.7777777777777778,0,3.7255,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0
22,1,1,0,2,0,0.0,0.7727272727272727,0,4.0049,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,8,0,0,0,0,1,0
22,1,0,0,3,0,0.045454545454545456,0.7272727272727273,0,4.0615,7,0,0,0,0,0,0,0,7,0,0,1,0,1,2.5216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30,2,0,0,3,0,0.23333333333333334,0.5666666666666667,0,4.0981,22,1,0,0,0,0,0,1,1,0,0,1,0,0,-0.0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1
38,2,0,0,3,0,0.0,0.8421052631578947,0,4.096,29,1,0,0,0,0,0,1,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,1
35,2,1,0,3,0,0.11428571428571428,0.6857142857142857,0,4.0472,26,1,0,0,0,0,1,1,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,1
53,3,0,0,4,0,0.03773584905660377,0.7735849056603774,0,4.584,14,2,0,0,0,0,0,2,10,1,0,2,0,2,3.1219,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
16,1,0,0,2,0,0.0,0.75,0,3.75,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
55,2,0,0,6,0,0.0,0.8363636363636363,0,4.0835,10,0,0,0,0,0,0,0,37,0,0,4,0,0,3.8234,1,0,1,1,0,0,0,0,4,0,0,1,2,0,1
37,2,2,0,3,0,0.02702702702702703,0.7567567567567568,0,3.9084,28,1,0,0,0,0,1,1,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,13,0,0,0,0,0,1
15,1,0,0,2,0,0.0,0.7333333333333333,0,3.5069,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
27,1,0,0,2,0,0.0,0.8518518518518519,0,3.8525,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,12,0,0,0,0,1,0
14,1,0,0,2,0,0.0,0.7142857142857143,0,3.3788,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
25,1,0,0,2,0,0.0,0.84,0,4.0039,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,9,0,0,0,0,1,0
21,1,0,0,2,0,0.0,0.8095238095238095,0,3.7849,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,7,0,0,0,0,1,0
33,2,0,0,3,0,0.0,0.8181818181818182,0,4.1273,24,1,0,0,0,0,0,1,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,9,0,0,0,0,0,1
16,1,0,0,2,0,0.0,0.75,0,3.5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
17,1,0,0,2,0,0.0,0.7647058823529411,0,3.6901,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0
13,1,0,0,2,0,0.0,0.6923076923076923,0,3.3927,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
16,1,0,0,2,0,0.0,0.75,0,3.4528,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
18,1,0,0,2,0,0.0,0.7777777777777778,0,3.6144,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0
19,1,0,0,2,0,0.0,0.7894736842105263,0,3.9321,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0
20,1,0,0,3,0,0.0,0.75,0,3.7842,11,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,1
22,1,0,0,3,0,0.045454545454545456,0.7272727272727273,0,3.9706,7,0,0,0,0,0,0,0,7,0,0,1,0,1,2.5216,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
19,1,0,0,2,0,0.0,0.7894736842105263,0,3.6819,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0
17,1,0,0,2,0,0.17647058823529413,0.5882352941176471,0,3.4992,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,6,0,0,0,0,1,0
18,2,0,0,2,0,0.0,0.7222222222222222,0,3.4613,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
41,1,0,0,2,0,0.0,0.9024390243902439,0,4.1347,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,24,0,0,0,0,1,1
30,1,0,0,3,0,0.0,0.8333333333333334,0,3.8729,18,0,0,0,0,0,0,0,4,0,0,1,0,0,1.5,0,0,1,0,0,0,0,0,11,0,0,0,0,0,1
